name	family	genus	species
A36R_scaffold96|length_1659	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold53|length_2151	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold404|length_556	Virgaviridae	Tobamovirus	Tomato mosaic virus
A38R_scaffold99|length_2252	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A53R_scaffold64|length_1306	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A53R_scaffold68|length_1287	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A53R_scaffold76|length_1265	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A53R_scaffold87|length_1192	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A53R_scaffold114|length_1101	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A45R_scaffold104|length_898	Virgaviridae	Tobamovirus	Tomato mosaic virus
A37R_scaffold1226|length_763	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A37R_scaffold1224|length_763	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A56R_scaffold30|length_2297	Virgaviridae	Tobamovirus	Tomato mosaic virus
A38R_scaffold606|length_1001	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A18R_scaffold1705|length_521	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold74|length_1839	Virgaviridae	Tobamovirus	Tomato mottle mosaic virus
A1R_scaffold29|length_2133	Virgaviridae	Tobamovirus	Tomato mosaic virus
A1R_scaffold538|length_823	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold56|length_1125	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold1|length_4243	Virgaviridae	Tobamovirus	Tomato mosaic virus
A57R_scaffold1|length_4907	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold1174|length_559	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold327|length_523	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold46|length_1527	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A37R_scaffold312|length_1296	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold2848|length_506	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A56R_scaffold186|length_1148	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold1277|length_549	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold334|length_1263	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A56R_scaffold856|length_506	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold853|length_506	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold1696|length_502	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A46R_scaffold866|length_506	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold1462|length_506	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold1461|length_506	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold1460|length_506	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A34R_scaffold861|length_687	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold645|length_970	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A45R_scaffold26|length_1359	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold25|length_1359	Virgaviridae	Tobamovirus	Tomato mosaic virus
A37R_scaffold127|length_1696	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A56R_scaffold93|length_1626	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A41R_scaffold10|length_2147	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A48R_scaffold298|length_811	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold1669|length_667	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A37R_scaffold15|length_2945	Virgaviridae	Tobamovirus	Tomato mosaic virus
A60R_scaffold1085|length_512	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A40R_scaffold123|length_1869	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold9|length_2024	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold8|length_2024	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold7|length_2024	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold335|length_510	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold73|length_1851	Virgaviridae	Tobamovirus	Tomato mosaic virus
A37R_scaffold428|length_1150	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A58R_scaffold646|length_558	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A58R_scaffold706|length_526	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A40R_scaffold114|length_1950	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold1785|length_644	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A1R_scaffold368|length_979	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold1806|length_641	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A25R_scaffold20|length_2252	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold181|length_1599	Virgaviridae	Tobamovirus	Tomato mosaic virus
A38R_scaffold26|length_4023	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold167|length_1460	Virgaviridae	Tobamovirus	Tomato mosaic virus
A37R_scaffold1837|length_637	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A40R_scaffold230|length_1431	Virgaviridae	Tobamovirus	Tomato mosaic virus
A53R_scaffold180|length_970	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold757|length_536	Virgaviridae	Tobamovirus	Tomato mosaic virus
A37R_scaffold18|length_2844	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A45R_scaffold52|length_1156	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold51|length_1156	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold50|length_1156	Virgaviridae	Tobamovirus	Tomato mosaic virus
A13R_scaffold146|length_1614	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold198|length_1109	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold373|length_789	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A5R_scaffold427|length_1126	Virgaviridae	Tobamovirus	Tomato mosaic virus
A46R_scaffold4|length_3007	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold11|length_2988	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold10|length_2988	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold13|length_2987	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold12|length_2987	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A28R_scaffold205|length_1339	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A31R_scaffold1286|length_648	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A48R_scaffold2|length_4109	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold189|length_1570	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold197|length_1256	Virgaviridae	Tobamovirus	Tomato mosaic virus
A60R_scaffold23|length_1438	Virgaviridae	Tobamovirus	Tomato mosaic virus
A38R_scaffold1153|length_739	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A59R_scaffold542|length_504	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold624|length_985	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A41R_scaffold1|length_5799	Virgaviridae	Tobamovirus	Tomato mosaic virus
A49R_scaffold485|length_644	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold239|length_1401	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold191|length_1558	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold53|length_1132	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold192|length_1124	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold110|length_882	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold757|length_512	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A28R_scaffold108|length_1709	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A46R_scaffold8|length_2806	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A32R_scaffold30|length_1946	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A46R_scaffold23|length_1901	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold231|length_1430	Virgaviridae	Tobamovirus	Tomato mosaic virus
A15R_scaffold414|length_1269	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold763|length_696	Virgaviridae	Tobamovirus	Tomato mosaic virus
A28R_scaffold74|length_1864	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A46R_scaffold416|length_735	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A40R_scaffold248|length_1396	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold247|length_1396	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold245|length_1396	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold244|length_1396	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold243|length_1396	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold242|length_1396	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold241|length_1396	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold240|length_1396	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold208|length_1466	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold207|length_1466	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold209|length_1465	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold55|length_1131	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold54|length_1131	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold586|length_649	Virgaviridae	Tobamovirus	Paprika mild mottle virus
A60R_scaffold9|length_1730	Virgaviridae	Tobamovirus	Tomato mosaic virus
A9R_scaffold993|length_642	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A21R_scaffold9|length_2494	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold488|length_692	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold193|length_1389	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold859|length_661	Virgaviridae	Tobamovirus	Tomato mosaic virus
A1R_scaffold804|length_671	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold187|length_1574	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold145|length_911	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold45|length_1447	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold337|length_507	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold155|length_799	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold303|length_645	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold117|length_1229	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A38R_scaffold748|length_914	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A33R_scaffold333|length_1148	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A28R_scaffold29|length_2140	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold28|length_2140	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold777|length_749	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A46R_scaffold700|length_565	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A13R_scaffold430|length_1092	Virgaviridae	Tobamovirus	Tomato mosaic virus
A28R_scaffold738|length_767	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold29|length_2297	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold346|length_766	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A38R_scaffold150|length_1828	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold374|length_960	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A48R_scaffold584|length_623	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold179|length_1520	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A46R_scaffold581|length_624	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A39R_scaffold29|length_1626	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold67|length_1100	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold436|length_888	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold283|length_663	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold282|length_663	Virgaviridae	Tobamovirus	Tomato mosaic virus
A53R_scaffold949|length_603	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold121|length_1663	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A49R_scaffold9|length_1855	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold640|length_575	Virgaviridae	Tobamovirus	Tomato mosaic virus
A25R_scaffold211|length_1236	Virgaviridae	Tobamovirus	Tomato mosaic virus
A37R_scaffold70|length_2062	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A56R_scaffold299|length_905	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A44R_scaffold340|length_936	Virgaviridae	Tobamovirus	Tomato mosaic virus
A59R_scaffold30|length_1188	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A45R_scaffold5|length_1992	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold1357|length_521	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold1256|length_538	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold33|length_2255	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold778|length_917	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A55R_scaffold222|length_929	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold506|length_747	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A43R_scaffold3|length_2718	Virgaviridae	Tobamovirus	Tomato mosaic virus
A2R_scaffold1335|length_946	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold273|length_1085	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold272|length_1085	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold271|length_1085	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold270|length_1085	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold269|length_1085	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold268|length_1085	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold112|length_1106	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold314|length_638	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold180|length_835	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold136|length_963	Virgaviridae	Tobamovirus	Tomato mosaic virus
A53R_scaffold375|length_812	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold134|length_1620	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A46R_scaffold326|length_818	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A46R_scaffold549|length_648	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A46R_scaffold548|length_648	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A36R_scaffold662|length_745	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold990|length_608	Virgaviridae	Tobamovirus	Tomato mottle mosaic virus
A37R_scaffold1729|length_654	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A56R_scaffold40|length_2227	Virgaviridae	Tobamovirus	Tomato mosaic virus
A53R_scaffold267|length_890	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold2028|length_605	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold716|length_943	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold715|length_943	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A5R_scaffold1527|length_620	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold2041|length_604	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold2040|length_604	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold2039|length_604	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold2038|length_604	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold2037|length_604	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold2035|length_604	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A56R_scaffold576|length_618	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A24R_scaffold1422|length_620	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A53R_scaffold189|length_955	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold707|length_726	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold97|length_1221	Virgaviridae	Tobamovirus	Tomato mosaic virus
A37R_scaffold17|length_2889	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold270|length_1323	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold37|length_1239	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold40|length_1209	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold71|length_1076	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold148|length_1409	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold573|length_796	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold564|length_685	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold513|length_629	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A38R_scaffold11|length_5166	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A56R_scaffold322|length_867	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A21R_scaffold1|length_2978	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A46R_scaffold348|length_801	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A37R_scaffold772|length_920	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A36R_scaffold623|length_762	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold817|length_515	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold816|length_515	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold815|length_515	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold814|length_515	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold824|length_514	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold823|length_514	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold822|length_514	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold821|length_514	Virgaviridae	Tobamovirus	Tomato mosaic virus
A37R_scaffold2082|length_597	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A52R_scaffold376|length_750	Virgaviridae	Tobamovirus	Paprika mild mottle virus
A40R_scaffold343|length_1093	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold66|length_1803	Bromoviridae	Cucumovirus	Cucumber mosaic virus
A43R_scaffold50|length_1490	Virgaviridae	Tobamovirus	Tomato mosaic virus
A26R_scaffold383|length_1163	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A45R_scaffold44|length_1196	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold974|length_614	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold267|length_607	Virgaviridae	Tobamovirus	Tomato mosaic virus
A37R_scaffold1910|length_624	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold2011|length_607	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A28R_scaffold390|length_1039	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A48R_scaffold17|length_1938	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A28R_scaffold1105|length_605	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A45R_scaffold29|length_1359	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold27|length_1359	Virgaviridae	Tobamovirus	Tomato mosaic virus
A28R_scaffold118|length_1681	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A36R_scaffold18|length_2456	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold1085|length_576	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A58R_scaffold317|length_791	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A29R_scaffold58|length_1751	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A53R_scaffold827|length_632	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A56R_scaffold28|length_2297	Virgaviridae	Tobamovirus	Tomato mosaic virus
A28R_scaffold782|length_746	Virgaviridae	Tobamovirus	Tomato mosaic virus
A37R_scaffold434|length_1146	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold608|length_1003	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold370|length_1213	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A39R_scaffold6|length_2156	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold5|length_2156	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold4|length_2156	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold168|length_1183	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold117|length_1083	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold217|length_752	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold423|length_742	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold7|length_5592	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A46R_scaffold640|length_597	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold1116|length_570	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold46|length_1180	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold194|length_789	Virgaviridae	Tobamovirus	Tomato mosaic virus
A37R_scaffold1337|length_736	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A41R_scaffold4|length_3692	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold726|length_522	Virgaviridae	Tobamovirus	Tomato mosaic virus
A1R_scaffold1265|length_515	Virgaviridae	Tobamovirus	Tomato mosaic virus
A1R_scaffold1263|length_515	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold486|length_509	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold553|length_704	Virgaviridae	Tobamovirus	Tomato mosaic virus
A33R_scaffold1307|length_643	Virgaviridae	Tobamovirus	Tomato mosaic virus
A23R_scaffold210|length_1288	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A37R_scaffold27|length_2694	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold2|length_2302	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold648|length_580	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold471|length_862	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold155|length_873	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold363|length_587	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold781|length_505	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A1R_scaffold762|length_686	Virgaviridae	Tobamovirus	Tomato mosaic virus
A30R_scaffold1510|length_588	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A46R_scaffold386|length_766	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A46R_scaffold342|length_807	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A40R_scaffold350|length_1076	Virgaviridae	Tobamovirus	Tomato mosaic virus
A46R_scaffold9|length_2806	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A6R_scaffold706|length_711	Virgaviridae	Tobamovirus	Tomato mosaic virus
A9R_scaffold4|length_3106	Virgaviridae	Tobamovirus	Tomato mosaic virus
A28R_scaffold119|length_1678	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A40R_scaffold246|length_1396	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold200|length_1515	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold128|length_1834	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A13R_scaffold354|length_1150	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A36R_scaffold630|length_760	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold39|length_2227	Virgaviridae	Tobamovirus	Tomato mosaic virus
A56R_scaffold41|length_2227	Virgaviridae	Tobamovirus	Tomato mosaic virus
A45R_scaffold214|length_692	Virgaviridae	Tobamovirus	Tomato mosaic virus
A42R_scaffold8|length_3771	Virgaviridae	Tobamovirus	Tomato mosaic virus
A47R_scaffold219|length_1275	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A33R_scaffold667|length_866	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A39R_scaffold13|length_1959	Virgaviridae	Tobamovirus	Tomato mosaic virus
A40R_scaffold311|length_1160	Virgaviridae	Tobamovirus	Tomato mosaic virus
A1R_scaffold365|length_986	Virgaviridae	Tobamovirus	Tomato mosaic virus
A58R_scaffold407|length_712	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A46R_scaffold815|length_520	Virgaviridae	Tobamovirus	Cucumber green mottle mosaic virus
A53R_scaffold347|length_829	Alphaflexiviridae	Potexvirus	Cactus virus X
A38R_scaffold647|length_969	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A38R_scaffold648|length_969	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A40R_scaffold330|length_1105	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A45R_scaffold4|length_2100	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A7R_scaffold311|length_1126	Virgaviridae	Tobamovirus	Tomato mosaic virus
A48R_scaffold259|length_850	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A37R_scaffold1550|length_689	Virgaviridae	Tobamovirus	Tobacco mild green mosaic virus
A2R_scaffold1799|length_759	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold29|length_2202	Virgaviridae	Tobamovirus	Pepper mild mottle virus
A59R_scaffold12|length_1677	Virgaviridae	Tobamovirus	Tobacco mosaic virus
A56R_scaffold193|length_1124	Virgaviridae	Tobamovirus	Tomato mosaic virus
A39R_scaffold107|length_1134	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold348|length_990	Virgaviridae	Tobamovirus	Tomato mosaic virus
A1R_scaffold786|length_680	Virgaviridae	Tobamovirus	Tomato mosaic virus
A36R_scaffold733|length_713	Virgaviridae	Tobamovirus	Tomato mosaic virus
