name	circle	family	raw_family
A35D_scaffold3242|length_1879	linear	Microviridae	Microviridae
A35D_scaffold3366|length_1839	linear	Microviridae	Microviridae
A35D_scaffold3955|length_1648	linear	Microviridae	Microviridae
A35D_scaffold4245|length_1568	linear	Microviridae	Microviridae
A35D_scaffold4858|length_1439	linear	Microviridae	Microviridae
A35D_scaffold4983|length_1417	linear	Microviridae	Microviridae
A35D_scaffold5106|length_1396	linear	Microviridae	Microviridae
A35D_scaffold5414|length_1345	linear	Microviridae	Microviridae
A35D_scaffold5521|length_1327	linear	Microviridae	Microviridae
A35D_scaffold5699|length_1301	linear	Microviridae	Microviridae
A35D_scaffold5930|length_1271	linear	Microviridae	Microviridae
A35D_scaffold5964|length_1266	circular	Microviridae	Microviridae
A35D_scaffold6175|length_1241	circular	Microviridae	Microviridae
A35D_scaffold7693|length_1084	linear	Microviridae	Microviridae
A35D_scaffold7787|length_1076	linear	Microviridae	Microviridae
A35D_scaffold7993|length_1060	linear	Microviridae	Microviridae
A35D_scaffold8310|length_1037	linear	Microviridae	Microviridae
A36D_scaffold67|length_5920	linear	Microviridae	Microviridae
A36D_scaffold71|length_5593	linear	Microviridae	Microviridae
A36D_scaffold73|length_5545	linear	Microviridae	Microviridae
A36D_scaffold75|length_5518	linear	Microviridae	Microviridae
A36D_scaffold176|length_2811	linear	Microviridae	Microviridae
A36D_scaffold226|length_2342	linear	Microviridae	Microviridae
A36D_scaffold948|length_1106	linear	Microviridae	Microviridae
A36D_scaffold1093|length_1034	linear	Microviridae	Microviridae
A37D_scaffold105|length_6485	circular	Microviridae	Microviridae
A37D_scaffold115|length_6121	circular	Microviridae	Microviridae
A37D_scaffold116|length_6047	linear	Microviridae	Microviridae
A37D_scaffold139|length_5516	circular	Microviridae	Microviridae
A37D_scaffold287|length_3172	linear	Microviridae	Microviridae
A37D_scaffold1349|length_1165	linear	Microviridae	Microviridae
A37D_scaffold1354|length_1163	linear	Microviridae	Microviridae
A37D_scaffold1574|length_1060	circular	Microviridae	Microviridae
A37D_scaffold1585|length_1057	linear	Microviridae	Microviridae
A38D_scaffold161|length_7535	linear	Microviridae	Microviridae
A38D_scaffold188|length_6675	linear	Microviridae	Microviridae
A38D_scaffold189|length_6602	linear	Microviridae	Microviridae
A38D_scaffold202|length_6200	circular	Microviridae	Microviridae
A38D_scaffold218|length_5874	linear	Microviridae	Microviridae
A38D_scaffold241|length_5567	circular	Microviridae	Microviridae
A38D_scaffold267|length_5185	circular	Microviridae	Microviridae
A38D_scaffold289|length_4911	linear	Microviridae	Microviridae
A38D_scaffold323|length_4559	circular	Microviridae	Microviridae
A38D_scaffold491|length_3553	linear	Microviridae	Microviridae
A38D_scaffold1004|length_2332	linear	Microviridae	Microviridae
A38D_scaffold1120|length_2215	linear	Microviridae	Microviridae
A38D_scaffold1356|length_1996	linear	Microviridae	Microviridae
A38D_scaffold2216|length_1526	linear	Microviridae	Microviridae
A38D_scaffold3464|length_1168	circular	Microviridae	Microviridae
A39D_scaffold301|length_4951	linear	Microviridae	Microviridae
A39D_scaffold322|length_4714	linear	Microviridae	Microviridae
A39D_scaffold1459|length_1626	linear	Microviridae	Microviridae
A3D_scaffold224|length_1597	linear	Microviridae	Microviridae
A3D_scaffold270|length_1449	linear	Microviridae	Microviridae
A40D_scaffold38|length_5607	circular	Microviridae	Microviridae
A40D_scaffold41|length_5390	circular	Microviridae	Microviridae
A40D_scaffold46|length_5039	circular	Microviridae	Microviridae
A42D_scaffold39|length_6591	circular	Microviridae	Microviridae
A42D_scaffold43|length_6296	circular	Microviridae	Microviridae
A42D_scaffold52|length_5849	circular	Microviridae	Microviridae
A42D_scaffold54|length_5637	linear	Microviridae	Microviridae
A42D_scaffold56|length_5357	circular	Microviridae	Microviridae
A42D_scaffold57|length_5253	linear	Microviridae	Microviridae
A42D_scaffold65|length_4985	linear	Microviridae	Microviridae
A42D_scaffold66|length_4899	circular	Microviridae	Microviridae
A42D_scaffold89|length_3959	linear	Microviridae	Microviridae
A42D_scaffold111|length_3364	linear	Microviridae	Microviridae
A42D_scaffold175|length_2332	linear	Microviridae	Microviridae
A42D_scaffold211|length_1970	linear	Microviridae	Microviridae
A42D_scaffold493|length_1203	linear	Microviridae	Microviridae
A42D_scaffold527|length_1164	linear	Microviridae	Microviridae
A43D_scaffold367|length_4174	circular	Microviridae	Microviridae
A44D_scaffold279|length_3467	linear	Microviridae	Microviridae
A45D_scaffold27|length_5325	circular	Microviridae	Microviridae
A45D_scaffold31|length_5242	linear	Microviridae	Microviridae
A46D_scaffold62|length_6617	circular	Microviridae	Microviridae
A46D_scaffold74|length_5925	circular	Microviridae	Microviridae
A46D_scaffold88|length_5327	circular	Microviridae	Microviridae
A46D_scaffold93|length_5153	linear	Microviridae	Microviridae
A46D_scaffold101|length_4866	circular	Microviridae	Microviridae
A46D_scaffold434|length_2370	linear	Microviridae	Microviridae
A46D_scaffold606|length_1967	linear	Microviridae	Microviridae
A47D_scaffold195|length_5876	linear	Microviridae	Microviridae
A47D_scaffold257|length_4941	circular	Microviridae	Microviridae
A47D_scaffold625|length_2737	linear	Microviridae	Microviridae
A48D_scaffold78|length_11603	linear	Microviridae	Microviridae
A48D_scaffold167|length_6473	circular	Microviridae	Microviridae
A48D_scaffold182|length_6054	linear	Microviridae	Microviridae
A48D_scaffold196|length_5596	circular	Microviridae	Microviridae
A48D_scaffold324|length_3569	linear	Microviridae	Microviridae
A49D_scaffold261|length_6017	circular	Microviridae	Microviridae
A49D_scaffold273|length_5901	circular	Microviridae	Microviridae
A49D_scaffold519|length_4339	linear	Microviridae	Microviridae
A49D_scaffold699|length_3630	linear	Microviridae	Microviridae
A49D_scaffold709|length_3606	circular	Microviridae	Microviridae
A49D_scaffold1314|length_2480	linear	Microviridae	Microviridae
A49D_scaffold3591|length_1256	linear	Microviridae	Microviridae
A50D_scaffold24|length_6711	circular	Microviridae	Microviridae
A50D_scaffold26|length_6422	circular	Microviridae	Microviridae
A50D_scaffold204|length_2260	linear	Microviridae	Microviridae
A51D_scaffold178|length_6140	linear	Microviridae	Microviridae
A51D_scaffold280|length_4591	linear	Microviridae	Microviridae
A51D_scaffold534|length_3335	linear	Microviridae	Microviridae
A51D_scaffold5374|length_1190	linear	Microviridae	Microviridae
A52D_scaffold11|length_8581	linear	Microviridae	Microviridae
A52D_scaffold15|length_6399	linear	Microviridae	Microviridae
A52D_scaffold18|length_5859	linear	Microviridae	Microviridae
A52D_scaffold21|length_5584	circular	Microviridae	Microviridae
A52D_scaffold23|length_5537	circular	Microviridae	Microviridae
A52D_scaffold61|length_2791	linear	Microviridae	Microviridae
A52D_scaffold75|length_2352	linear	Microviridae	Microviridae
A52D_scaffold83|length_2211	linear	Microviridae	Microviridae
A53D_scaffold94|length_6319	circular	Microviridae	Microviridae
A53D_scaffold102|length_5951	circular	Microviridae	Microviridae
A53D_scaffold104|length_5855	circular	Microviridae	Microviridae
A53D_scaffold109|length_5461	circular	Microviridae	Microviridae
A53D_scaffold114|length_5291	circular	Microviridae	Microviridae
A53D_scaffold117|length_5222	circular	Microviridae	Microviridae
A53D_scaffold121|length_5135	linear	Microviridae	Microviridae
A53D_scaffold122|length_5131	circular	Microviridae	Microviridae
A53D_scaffold124|length_5056	linear	Microviridae	Microviridae
A53D_scaffold128|length_4947	linear	Microviridae	Microviridae
A53D_scaffold134|length_4822	linear	Microviridae	Microviridae
A53D_scaffold323|length_2471	linear	Microviridae	Microviridae
A53D_scaffold823|length_1371	linear	Microviridae	Microviridae
A54D_scaffold2331|length_1605	linear	Microviridae	Microviridae
A55D_scaffold358|length_4724	linear	Microviridae	Microviridae
A55D_scaffold370|length_4650	linear	Microviridae	Microviridae
A55D_scaffold507|length_3858	linear	Microviridae	Microviridae
A55D_scaffold847|length_2868	linear	Microviridae	Microviridae
A55D_scaffold999|length_2601	linear	Microviridae	Microviridae
A55D_scaffold4621|length_1161	linear	Microviridae	Microviridae
A56D_scaffold71|length_6026	circular	Microviridae	Microviridae
A56D_scaffold93|length_5309	circular	Microviridae	Microviridae
A56D_scaffold102|length_4958	linear	Microviridae	Microviridae
A57D_scaffold78|length_5175	linear	Microviridae	Microviridae
A57D_scaffold80|length_5156	circular	Microviridae	Microviridae
A57D_scaffold81|length_5148	linear	Microviridae	Microviridae
A57D_scaffold107|length_4343	linear	Microviridae	Microviridae
A57D_scaffold110|length_4279	circular	Microviridae	Microviridae
A57D_scaffold162|length_3295	linear	Microviridae	Microviridae
A57D_scaffold434|length_1850	linear	Microviridae	Microviridae
A57D_scaffold494|length_1731	linear	Microviridae	Microviridae
A58D_scaffold124|length_1394	linear	Microviridae	Microviridae
A58D_scaffold209|length_1030	linear	Microviridae	Microviridae
A59D_scaffold284|length_6892	linear	Microviridae	Microviridae
A60D_scaffold83|length_6914	linear	Microviridae	Microviridae
A60D_scaffold86|length_6822	circular	Microviridae	Microviridae
A60D_scaffold89|length_6565	circular	Microviridae	Microviridae
A60D_scaffold105|length_5877	linear	Microviridae	Microviridae
A60D_scaffold110|length_5725	circular	Microviridae	Microviridae
A60D_scaffold133|length_4986	linear	Microviridae	Microviridae
A60D_scaffold279|length_2968	linear	Microviridae	Microviridae
A60D_scaffold442|length_2195	linear	Microviridae	Microviridae
A60D_scaffold800|length_1544	linear	Microviridae	Microviridae
A60D_scaffold980|length_1367	linear	Microviridae	Microviridae
A6D_scaffold178|length_6777	linear	Microviridae	Microviridae
A6D_scaffold222|length_6064	circular	Microviridae	Microviridae
A6D_scaffold326|length_4897	linear	Microviridae	Microviridae
A6D_scaffold1649|length_1672	linear	Microviridae	Microviridae
A8D_scaffold204|length_5444	linear	Microviridae	Microviridae
A8D_scaffold392|length_3713	linear	Microviridae	Microviridae
A8D_scaffold874|length_2340	linear	Microviridae	Microviridae
A9D_scaffold90|length_5257	linear	Microviridae	Microviridae
A9D_scaffold172|length_3745	linear	Microviridae	Microviridae
A9D_scaffold433|length_2137	linear	Microviridae	Microviridae
A10D_scaffold99|length_6171	linear	Podoviridae	Podoviridae
A10D_scaffold102|length_6119	linear	Podoviridae	Podoviridae
A10D_scaffold252|length_4502	linear	Podoviridae	Podoviridae
A10D_scaffold467|length_3612	linear	Podoviridae	Podoviridae
A10D_scaffold575|length_3277	linear	Podoviridae	Podoviridae
A10D_scaffold1828|length_1928	linear	Podoviridae	Podoviridae
A10D_scaffold1920|length_1879	circular	Podoviridae	Podoviridae
A10D_scaffold2026|length_1826	linear	Podoviridae	Podoviridae
A10D_scaffold2133|length_1785	linear	Podoviridae	Podoviridae
A10D_scaffold2210|length_1754	linear	Podoviridae	Podoviridae
A10D_scaffold2370|length_1691	linear	Podoviridae	Podoviridae
A10D_scaffold2627|length_1616	circular	Podoviridae	Podoviridae
A10D_scaffold2942|length_1516	circular	Podoviridae	Podoviridae
A10D_scaffold3568|length_1349	linear	Podoviridae	Podoviridae
A11D_scaffold16|length_17191	linear	Podoviridae	Podoviridae
A11D_scaffold78|length_6645	linear	Podoviridae	Podoviridae
A11D_scaffold88|length_6226	linear	Podoviridae	Podoviridae
A11D_scaffold109|length_5450	linear	Podoviridae	Podoviridae
A11D_scaffold178|length_4329	linear	Podoviridae	Podoviridae
A11D_scaffold244|length_3633	linear	Podoviridae	Podoviridae
A11D_scaffold689|length_2298	linear	Podoviridae	Podoviridae
A11D_scaffold1682|length_1436	linear	Podoviridae	Podoviridae
A12D_scaffold180|length_4712	linear	Podoviridae	Podoviridae
A12D_scaffold648|length_2301	linear	Podoviridae	Podoviridae
A12D_scaffold1852|length_1186	linear	Podoviridae	Podoviridae
A12D_scaffold2077|length_1098	circular	Podoviridae	Podoviridae
A13D_scaffold17|length_19006	linear	Podoviridae	Podoviridae
A13D_scaffold140|length_5967	linear	Podoviridae	Podoviridae
A13D_scaffold168|length_5352	linear	Podoviridae	Podoviridae
A13D_scaffold189|length_5063	linear	Podoviridae	Podoviridae
A13D_scaffold286|length_3951	circular	Podoviridae	Podoviridae
A13D_scaffold289|length_3914	linear	Podoviridae	Podoviridae
A13D_scaffold322|length_3660	linear	Podoviridae	Podoviridae
A13D_scaffold695|length_2104	circular	Podoviridae	Podoviridae
A13D_scaffold744|length_2008	linear	Podoviridae	Podoviridae
A13D_scaffold808|length_1885	linear	Podoviridae	Podoviridae
A13D_scaffold1832|length_1086	linear	Podoviridae	Podoviridae
A14D_scaffold19|length_17539	linear	Podoviridae	Podoviridae
A14D_scaffold32|length_13316	linear	Podoviridae	Podoviridae
A14D_scaffold349|length_3662	linear	Podoviridae	Podoviridae
A14D_scaffold432|length_3354	linear	Podoviridae	Podoviridae
A14D_scaffold528|length_3033	circular	Podoviridae	Podoviridae
A14D_scaffold770|length_2513	linear	Podoviridae	Podoviridae
A14D_scaffold1023|length_2163	linear	Podoviridae	Podoviridae
A14D_scaffold1230|length_1928	linear	Podoviridae	Podoviridae
A14D_scaffold1489|length_1740	linear	Podoviridae	Podoviridae
A14D_scaffold3507|length_1046	linear	Podoviridae	Podoviridae
A15D_scaffold86|length_6465	linear	Podoviridae	Podoviridae
A15D_scaffold489|length_3168	linear	Podoviridae	Podoviridae
A15D_scaffold886|length_2455	linear	Podoviridae	Podoviridae
A15D_scaffold1277|length_2059	linear	Podoviridae	Podoviridae
A15D_scaffold1637|length_1829	linear	Podoviridae	Podoviridae
A15D_scaffold1814|length_1725	linear	Podoviridae	Podoviridae
A15D_scaffold2183|length_1559	circular	Podoviridae	Podoviridae
A15D_scaffold3162|length_1267	linear	Podoviridae	Podoviridae
A15D_scaffold3728|length_1152	linear	Podoviridae	Podoviridae
A16D_scaffold128|length_4707	linear	Podoviridae	Podoviridae
A16D_scaffold684|length_2215	linear	Podoviridae	Podoviridae
A16D_scaffold2124|length_1123	linear	Podoviridae	Podoviridae
A17D_scaffold67|length_10040	linear	Podoviridae	Podoviridae
A17D_scaffold124|length_6553	linear	Podoviridae	Podoviridae
A17D_scaffold150|length_5887	circular	Podoviridae	Podoviridae
A17D_scaffold188|length_5052	linear	Podoviridae	Podoviridae
A17D_scaffold997|length_1498	linear	Podoviridae	Podoviridae
A17D_scaffold1473|length_1198	linear	Podoviridae	Podoviridae
A18D_scaffold1|length_120823	linear	Podoviridae	Podoviridae
A19D_scaffold10|length_18938	linear	Podoviridae	Podoviridae
A19D_scaffold38|length_6934	circular	Podoviridae	Podoviridae
A19D_scaffold82|length_4063	linear	Podoviridae	Podoviridae
A1D_scaffold5|length_18420	linear	Podoviridae	Podoviridae
A1D_scaffold6|length_17474	linear	Podoviridae	Podoviridae
A1D_scaffold11|length_13364	linear	Podoviridae	Podoviridae
A1D_scaffold12|length_13058	linear	Podoviridae	Podoviridae
A1D_scaffold142|length_4110	linear	Podoviridae	Podoviridae
A1D_scaffold508|length_2320	linear	Podoviridae	Podoviridae
A1D_scaffold525|length_2283	linear	Podoviridae	Podoviridae
A1D_scaffold854|length_1845	linear	Podoviridae	Podoviridae
A1D_scaffold1195|length_1601	linear	Podoviridae	Podoviridae
A1D_scaffold1662|length_1356	linear	Podoviridae	Podoviridae
A20D_scaffold62|length_18690	linear	Podoviridae	Podoviridae
A20D_scaffold391|length_5673	linear	Podoviridae	Podoviridae
A20D_scaffold1585|length_2432	linear	Podoviridae	Podoviridae
A21D_scaffold8|length_57299	linear	Podoviridae	Podoviridae
A21D_scaffold56|length_17212	linear	Podoviridae	Podoviridae
A21D_scaffold65|length_14673	linear	Podoviridae	Podoviridae
A21D_scaffold235|length_5416	linear	Podoviridae	Podoviridae
A21D_scaffold275|length_4788	linear	Podoviridae	Podoviridae
A21D_scaffold407|length_3749	linear	Podoviridae	Podoviridae
A21D_scaffold457|length_3461	linear	Podoviridae	Podoviridae
A21D_scaffold595|length_3051	linear	Podoviridae	Podoviridae
A21D_scaffold669|length_2872	linear	Podoviridae	Podoviridae
A21D_scaffold1536|length_1797	linear	Podoviridae	Podoviridae
A21D_scaffold2814|length_1315	circular	Podoviridae	Podoviridae
A22D_scaffold31|length_23070	linear	Podoviridae	Podoviridae
A22D_scaffold89|length_10065	linear	Podoviridae	Podoviridae
A22D_scaffold123|length_7503	linear	Podoviridae	Podoviridae
A22D_scaffold262|length_3986	linear	Podoviridae	Podoviridae
A22D_scaffold318|length_3414	circular	Podoviridae	Podoviridae
A22D_scaffold1189|length_1207	linear	Podoviridae	Podoviridae
A22D_scaffold1430|length_1054	circular	Podoviridae	Podoviridae
A23D_scaffold42|length_19099	linear	Podoviridae	Podoviridae
A23D_scaffold107|length_10509	linear	Podoviridae	Podoviridae
A23D_scaffold143|length_8494	linear	Podoviridae	Podoviridae
A23D_scaffold424|length_3691	linear	Podoviridae	Podoviridae
A23D_scaffold845|length_2090	linear	Podoviridae	Podoviridae
A23D_scaffold1224|length_1570	circular	Podoviridae	Podoviridae
A23D_scaffold1778|length_1164	linear	Podoviridae	Podoviridae
A23D_scaffold2082|length_1019	linear	Podoviridae	Podoviridae
A24D_scaffold1|length_163615	circular	Podoviridae	Podoviridae
A24D_scaffold237|length_4382	linear	Podoviridae	Podoviridae
A24D_scaffold465|length_2743	linear	Podoviridae	Podoviridae
A24D_scaffold798|length_1729	linear	Podoviridae	Podoviridae
A24D_scaffold916|length_1556	linear	Podoviridae	Podoviridae
A24D_scaffold953|length_1496	linear	Podoviridae	Podoviridae
A24D_scaffold1110|length_1345	linear	Podoviridae	Podoviridae
A25D_scaffold152|length_7857	circular	Podoviridae	Podoviridae
A25D_scaffold183|length_7191	circular	Podoviridae	Podoviridae
A25D_scaffold370|length_4958	linear	Podoviridae	Podoviridae
A25D_scaffold575|length_3929	linear	Podoviridae	Podoviridae
A25D_scaffold731|length_3543	linear	Podoviridae	Podoviridae
A25D_scaffold918|length_3131	linear	Podoviridae	Podoviridae
A25D_scaffold1639|length_2286	linear	Podoviridae	Podoviridae
A25D_scaffold1876|length_2122	linear	Podoviridae	Podoviridae
A25D_scaffold4501|length_1213	circular	Podoviridae	Podoviridae
A26D_scaffold30|length_45811	linear	Podoviridae	Podoviridae
A26D_scaffold40|length_33538	linear	Podoviridae	Podoviridae
A26D_scaffold92|length_18310	linear	Podoviridae	Podoviridae
A26D_scaffold114|length_16186	linear	Podoviridae	Podoviridae
A26D_scaffold275|length_9139	linear	Podoviridae	Podoviridae
A26D_scaffold311|length_8564	linear	Podoviridae	Podoviridae
A26D_scaffold365|length_7853	linear	Podoviridae	Podoviridae
A26D_scaffold901|length_4767	circular	Podoviridae	Podoviridae
A26D_scaffold1229|length_3995	linear	Podoviridae	Podoviridae
A26D_scaffold1278|length_3908	linear	Podoviridae	Podoviridae
A26D_scaffold2201|length_2843	linear	Podoviridae	Podoviridae
A26D_scaffold3193|length_2259	linear	Podoviridae	Podoviridae
A26D_scaffold3544|length_2127	linear	Podoviridae	Podoviridae
A26D_scaffold3754|length_2053	circular	Podoviridae	Podoviridae
A26D_scaffold4321|length_1884	linear	Podoviridae	Podoviridae
A26D_scaffold6769|length_1438	linear	Podoviridae	Podoviridae
A26D_scaffold7506|length_1351	linear	Podoviridae	Podoviridae
A26D_scaffold8227|length_1275	linear	Podoviridae	Podoviridae
A26D_scaffold8741|length_1226	linear	Podoviridae	Podoviridae
A27D_scaffold225|length_8102	linear	Podoviridae	Podoviridae
A27D_scaffold1017|length_3891	linear	Podoviridae	Podoviridae
A27D_scaffold1296|length_3389	circular	Podoviridae	Podoviridae
A27D_scaffold1842|length_2748	linear	Podoviridae	Podoviridae
A27D_scaffold2090|length_2543	linear	Podoviridae	Podoviridae
A27D_scaffold2292|length_2417	circular	Podoviridae	Podoviridae
A27D_scaffold2546|length_2261	linear	Podoviridae	Podoviridae
A27D_scaffold2984|length_2025	circular	Podoviridae	Podoviridae
A27D_scaffold3180|length_1951	linear	Podoviridae	Podoviridae
A27D_scaffold5865|length_1318	linear	Podoviridae	Podoviridae
A28D_scaffold138|length_5934	circular	Podoviridae	Podoviridae
A28D_scaffold399|length_2903	circular	Podoviridae	Podoviridae
A29D_scaffold14|length_20095	linear	Podoviridae	Podoviridae
A29D_scaffold51|length_12548	linear	Podoviridae	Podoviridae
A29D_scaffold591|length_2426	linear	Podoviridae	Podoviridae
A29D_scaffold609|length_2325	linear	Podoviridae	Podoviridae
A29D_scaffold691|length_2053	circular	Podoviridae	Podoviridae
A29D_scaffold804|length_1799	linear	Podoviridae	Podoviridae
A29D_scaffold948|length_1549	linear	Podoviridae	Podoviridae
A29D_scaffold1413|length_1120	linear	Podoviridae	Podoviridae
A2D_scaffold294|length_2379	linear	Podoviridae	Podoviridae
A30D_scaffold14|length_45460	linear	Podoviridae	Podoviridae
A30D_scaffold142|length_5700	linear	Podoviridae	Podoviridae
A30D_scaffold146|length_5546	linear	Podoviridae	Podoviridae
A30D_scaffold213|length_4166	linear	Podoviridae	Podoviridae
A30D_scaffold249|length_3705	linear	Podoviridae	Podoviridae
A30D_scaffold271|length_3563	linear	Podoviridae	Podoviridae
A30D_scaffold458|length_2401	linear	Podoviridae	Podoviridae
A31D_scaffold148|length_3483	linear	Podoviridae	Podoviridae
A32D_scaffold78|length_4493	linear	Podoviridae	Podoviridae
A32D_scaffold206|length_2757	linear	Podoviridae	Podoviridae
A32D_scaffold296|length_2351	linear	Podoviridae	Podoviridae
A32D_scaffold438|length_1956	linear	Podoviridae	Podoviridae
A32D_scaffold1694|length_1044	linear	Podoviridae	Podoviridae
A33D_scaffold1332|length_1979	linear	Podoviridae	Podoviridae
A33D_scaffold1486|length_1876	linear	Podoviridae	Podoviridae
A34D_scaffold50|length_5897	circular	Podoviridae	Podoviridae
A34D_scaffold2359|length_1012	linear	Podoviridae	Podoviridae
A35D_scaffold40|length_17924	circular	Podoviridae	Podoviridae
A35D_scaffold63|length_15356	linear	Podoviridae	Podoviridae
A35D_scaffold105|length_12578	linear	Podoviridae	Podoviridae
A35D_scaffold365|length_6712	linear	Podoviridae	Podoviridae
A35D_scaffold535|length_5349	linear	Podoviridae	Podoviridae
A35D_scaffold540|length_5337	linear	Podoviridae	Podoviridae
A35D_scaffold556|length_5263	linear	Podoviridae	Podoviridae
A35D_scaffold581|length_5156	linear	Podoviridae	Podoviridae
A35D_scaffold658|length_4811	linear	Podoviridae	Podoviridae
A35D_scaffold822|length_4245	linear	Podoviridae	Podoviridae
A35D_scaffold1222|length_3391	linear	Podoviridae	Podoviridae
A35D_scaffold1356|length_3207	linear	Podoviridae	Podoviridae
A35D_scaffold1538|length_2997	linear	Podoviridae	Podoviridae
A35D_scaffold1585|length_2947	linear	Podoviridae	Podoviridae
A35D_scaffold1878|length_2661	linear	Podoviridae	Podoviridae
A35D_scaffold2003|length_2565	linear	Podoviridae	Podoviridae
A35D_scaffold2110|length_2481	circular	Podoviridae	Podoviridae
A35D_scaffold2123|length_2470	linear	Podoviridae	Podoviridae
A35D_scaffold2136|length_2461	linear	Podoviridae	Podoviridae
A35D_scaffold2532|length_2199	linear	Podoviridae	Podoviridae
A35D_scaffold2642|length_2141	linear	Podoviridae	Podoviridae
A35D_scaffold3223|length_1886	linear	Podoviridae	Podoviridae
A35D_scaffold3629|length_1742	linear	Podoviridae	Podoviridae
A35D_scaffold3801|length_1689	linear	Podoviridae	Podoviridae
A35D_scaffold3920|length_1656	linear	Podoviridae	Podoviridae
A35D_scaffold4780|length_1455	linear	Podoviridae	Podoviridae
A35D_scaffold5681|length_1304	linear	Podoviridae	Podoviridae
A35D_scaffold6165|length_1242	linear	Podoviridae	Podoviridae
A35D_scaffold6330|length_1220	circular	Podoviridae	Podoviridae
A35D_scaffold7339|length_1113	linear	Podoviridae	Podoviridae
A35D_scaffold7786|length_1076	circular	Podoviridae	Podoviridae
A36D_scaffold105|length_4136	linear	Podoviridae	Podoviridae
A36D_scaffold179|length_2784	linear	Podoviridae	Podoviridae
A36D_scaffold347|length_1828	linear	Podoviridae	Podoviridae
A36D_scaffold426|length_1640	linear	Podoviridae	Podoviridae
A36D_scaffold550|length_1445	linear	Podoviridae	Podoviridae
A37D_scaffold120|length_5946	linear	Podoviridae	Podoviridae
A37D_scaffold281|length_3198	linear	Podoviridae	Podoviridae
A37D_scaffold527|length_2076	linear	Podoviridae	Podoviridae
A38D_scaffold525|length_3393	linear	Podoviridae	Podoviridae
A38D_scaffold1058|length_2270	linear	Podoviridae	Podoviridae
A38D_scaffold1338|length_2010	linear	Podoviridae	Podoviridae
A38D_scaffold1541|length_1866	linear	Podoviridae	Podoviridae
A38D_scaffold1988|length_1620	linear	Podoviridae	Podoviridae
A38D_scaffold4174|length_1052	linear	Podoviridae	Podoviridae
A3D_scaffold11|length_9280	linear	Podoviridae	Podoviridae
A40D_scaffold60|length_3985	linear	Podoviridae	Podoviridae
A40D_scaffold75|length_3402	circular	Podoviridae	Podoviridae
A40D_scaffold136|length_2032	circular	Podoviridae	Podoviridae
A40D_scaffold194|length_1644	linear	Podoviridae	Podoviridae
A41D_scaffold110|length_3617	linear	Podoviridae	Podoviridae
A41D_scaffold470|length_1802	linear	Podoviridae	Podoviridae
A42D_scaffold10|length_17338	linear	Podoviridae	Podoviridae
A42D_scaffold79|length_4230	linear	Podoviridae	Podoviridae
A42D_scaffold185|length_2249	linear	Podoviridae	Podoviridae
A42D_scaffold350|length_1459	linear	Podoviridae	Podoviridae
A43D_scaffold277|length_4908	linear	Podoviridae	Podoviridae
A43D_scaffold552|length_3061	circular	Podoviridae	Podoviridae
A44D_scaffold432|length_1945	linear	Podoviridae	Podoviridae
A46D_scaffold322|length_2807	linear	Podoviridae	Podoviridae
A46D_scaffold1465|length_1234	linear	Podoviridae	Podoviridae
A46D_scaffold1944|length_1067	linear	Podoviridae	Podoviridae
A47D_scaffold31|length_29299	circular	Podoviridae	Podoviridae
A47D_scaffold61|length_15673	circular	Podoviridae	Podoviridae
A47D_scaffold2278|length_1368	linear	Podoviridae	Podoviridae
A47D_scaffold2806|length_1198	circular	Podoviridae	Podoviridae
A49D_scaffold256|length_6060	linear	Podoviridae	Podoviridae
A49D_scaffold368|length_5147	linear	Podoviridae	Podoviridae
A49D_scaffold436|length_4747	linear	Podoviridae	Podoviridae
A49D_scaffold879|length_3173	linear	Podoviridae	Podoviridae
A49D_scaffold4724|length_1051	linear	Podoviridae	Podoviridae
A50D_scaffold12|length_17690	linear	Podoviridae	Podoviridae
A50D_scaffold46|length_4607	linear	Podoviridae	Podoviridae
A50D_scaffold118|length_2816	linear	Podoviridae	Podoviridae
A51D_scaffold17|length_21059	linear	Podoviridae	Podoviridae
A51D_scaffold104|length_8687	linear	Podoviridae	Podoviridae
A51D_scaffold232|length_5154	linear	Podoviridae	Podoviridae
A51D_scaffold449|length_3603	circular	Podoviridae	Podoviridae
A51D_scaffold1592|length_2014	linear	Podoviridae	Podoviridae
A51D_scaffold1997|length_1841	linear	Podoviridae	Podoviridae
A51D_scaffold3175|length_1506	linear	Podoviridae	Podoviridae
A51D_scaffold3310|length_1481	linear	Podoviridae	Podoviridae
A51D_scaffold5131|length_1215	linear	Podoviridae	Podoviridae
A51D_scaffold6747|length_1068	linear	Podoviridae	Podoviridae
A51D_scaffold7210|length_1035	linear	Podoviridae	Podoviridae
A53D_scaffold17|length_20154	linear	Podoviridae	Podoviridae
A53D_scaffold23|length_17051	linear	Podoviridae	Podoviridae
A53D_scaffold254|length_2944	linear	Podoviridae	Podoviridae
A53D_scaffold427|length_2029	linear	Podoviridae	Podoviridae
A53D_scaffold1346|length_1069	linear	Podoviridae	Podoviridae
A54D_scaffold73|length_9635	linear	Podoviridae	Podoviridae
A54D_scaffold397|length_4703	linear	Podoviridae	Podoviridae
A54D_scaffold983|length_2892	linear	Podoviridae	Podoviridae
A54D_scaffold1137|length_2629	linear	Podoviridae	Podoviridae
A54D_scaffold4634|length_1003	linear	Podoviridae	Podoviridae
A55D_scaffold49|length_17788	circular	Podoviridae	Podoviridae
